日期,省,比例
2020-01-21,内蒙古,0.0009
2020-01-21,天津,0.0008
2020-01-21,新疆,0.0006
2020-01-21,宁夏,0.0003
2020-01-21,青海,0.0002
2020-01-22,广西,0.2381
2020-01-22,湖南,0.2206
2020-01-22,江西,0.1115
2020-01-22,湖北,0.0824
2020-01-22,四川,0.0566
2020-01-22,河南,0.0516
2020-01-22,福建,0.0357
2020-01-22,贵州,0.0309
2020-01-22,重庆,0.0283
2020-01-22,安徽,0.018000000000000002
2020-01-22,云南,0.015700000000000002
2020-01-22,陕西,0.0136
2020-01-22,海南,0.011000000000000001
2020-01-22,浙江,0.0091
2020-01-22,江苏,0.0086
2020-01-22,山东,0.008
2020-01-22,河北,0.0053
2020-01-22,北京,0.005
2020-01-22,上海,0.0041
2020-01-22,甘肃,0.0036
2020-01-22,山西,0.0035
2020-01-22,辽宁,0.0033
2020-01-22,黑龙江,0.0027
2020-01-22,吉林,0.002
2020-01-22,天津,0.001
2020-01-22,内蒙古,0.001
2020-01-22,新疆,0.0008
2020-01-22,宁夏,0.0004
2020-01-22,青海,0.0002
2020-01-23,广西,0.2364
2020-01-23,湖南,0.21600000000000005
2020-01-23,江西,0.1086
2020-01-23,湖北,0.0747
2020-01-23,四川,0.0557
2020-01-23,河南,0.0508
2020-01-23,福建,0.0396
2020-01-23,贵州,0.0303
2020-01-23,重庆,0.0271
2020-01-23,安徽,0.0177
2020-01-23,云南,0.0161
2020-01-23,陕西,0.0148
2020-01-23,海南,0.0128
2020-01-23,浙江,0.0105
2020-01-23,江苏,0.0099
2020-01-23,山东,0.0094
2020-01-23,北京,0.0064
2020-01-23,河北,0.0063
2020-01-23,上海,0.004699999999999999
2020-01-23,甘肃,0.0044
2020-01-23,辽宁,0.0041
2020-01-23,山西,0.0039
2020-01-23,黑龙江,0.0033
2020-01-23,吉林,0.0025
2020-01-23,内蒙古,0.0013
2020-01-23,天津,0.0012
2020-01-23,新疆,0.0011
2020-01-23,宁夏,0.0006
2020-01-23,青海,0.0003
2020-01-23,西藏,0.0001
2020-01-24,广西,0.2329
2020-01-24,湖南,0.2072
2020-01-24,江西,0.1074
2020-01-24,湖北,0.0536
2020-01-24,河南,0.0532
2020-01-24,四川,0.0517
2020-01-24,福建,0.0502
2020-01-24,贵州,0.0295
2020-01-24,重庆,0.0255
2020-01-24,安徽,0.0203
2020-01-24,陕西,0.0171
2020-01-24,云南,0.0171
2020-01-24,海南,0.0144
2020-01-24,浙江,0.0133
2020-01-24,江苏,0.0121
2020-01-24,山东,0.0113
2020-01-24,北京,0.008100000000000001
2020-01-24,河北,0.0077
2020-01-24,上海,0.006500000000000001
2020-01-24,辽宁,0.005600000000000001
2020-01-24,山西,0.0052
2020-01-24,甘肃,0.005
2020-01-24,黑龙江,0.0041
2020-01-24,吉林,0.0033
2020-01-24,内蒙古,0.0018
2020-01-24,天津,0.0017
2020-01-24,新疆,0.0015
2020-01-24,宁夏,0.0008
2020-01-24,青海,0.0005
2020-01-24,西藏,0.0002
2020-01-25,广西,0.21899999999999997
2020-01-25,湖南,0.1809
2020-01-25,江西,0.0923
2020-01-25,四川,0.057999999999999996
2020-01-25,河南,0.0543
2020-01-25,福建,0.052300000000000006
2020-01-25,湖北,0.0365
2020-01-25,贵州,0.0291
2020-01-25,重庆,0.0279
2020-01-25,陕西,0.0214
2020-01-25,安徽,0.0191
2020-01-25,云南,0.0189
2020-01-25,海南,0.0181
2020-01-25,浙江,0.0153
2020-01-25,江苏,0.0151
2020-01-25,山东,0.0149
2020-01-25,北京,0.0102
2020-01-25,河北,0.0089
2020-01-25,上海,0.0084
2020-01-25,辽宁,0.008199999999999999
2020-01-25,甘肃,0.0076
2020-01-25,黑龙江,0.0075
2020-01-25,山西,0.0073
2020-01-25,吉林,0.0054
2020-01-25,新疆,0.0035
2020-01-25,内蒙古,0.003
2020-01-25,天津,0.0025
2020-01-25,宁夏,0.0018
2020-01-25,青海,0.0014000000000000002
2020-01-25,西藏,0.0003
2020-01-26,广西,0.2196
2020-01-26,湖南,0.1724
2020-01-26,江西,0.091
2020-01-26,四川,0.05690000000000001
2020-01-26,福建,0.049100000000000005
2020-01-26,河南,0.0455
2020-01-26,贵州,0.0354
2020-01-26,重庆,0.0278
2020-01-26,海南,0.0216
2020-01-26,浙江,0.0213
2020-01-26,湖北,0.021
2020-01-26,安徽,0.0204
2020-01-26,江苏,0.0192
2020-01-26,陕西,0.0177
2020-01-26,山东,0.0156
2020-01-26,云南,0.0154
2020-01-26,北京,0.0137
2020-01-26,上海,0.0129
2020-01-26,辽宁,0.0094
2020-01-26,河北,0.008100000000000001
2020-01-26,山西,0.0078
2020-01-26,甘肃,0.0073
2020-01-26,黑龙江,0.0068000000000000005
2020-01-26,吉林,0.0064
2020-01-26,新疆,0.0039
2020-01-26,内蒙古,0.0036
2020-01-26,天津,0.0032
2020-01-26,青海,0.0019
2020-01-26,宁夏,0.0018
2020-01-26,西藏,0.0005
2020-01-27,广西,0.1909
2020-01-27,湖南,0.1577
2020-01-27,江西,0.0759
2020-01-27,四川,0.0567
2020-01-27,河南,0.045700000000000005
2020-01-27,福建,0.044800000000000006
2020-01-27,贵州,0.0414
2020-01-27,重庆,0.0277
2020-01-27,江苏,0.0275
2020-01-27,浙江,0.0259
2020-01-27,海南,0.0243
2020-01-27,上海,0.0207
2020-01-27,安徽,0.02
2020-01-27,北京,0.0192
2020-01-27,陕西,0.0187
2020-01-27,山东,0.0174
2020-01-27,云南,0.016200000000000003
2020-01-27,湖北,0.0148
2020-01-27,辽宁,0.011200000000000002
2020-01-27,河北,0.0101
2020-01-27,山西,0.008
2020-01-27,黑龙江,0.0075
2020-01-27,甘肃,0.0069
2020-01-27,吉林,0.0064
2020-01-27,新疆,0.004699999999999999
2020-01-27,内蒙古,0.0045000000000000005
2020-01-27,天津,0.0031
2020-01-27,青海,0.002
2020-01-27,宁夏,0.0017
2020-01-27,西藏,0.0003
2020-01-28,广西,0.1839
2020-01-28,湖南,0.1478
2020-01-28,江西,0.0673
2020-01-28,四川,0.0566
2020-01-28,贵州,0.0426
2020-01-28,福建,0.0418
2020-01-28,河南,0.0416
2020-01-28,重庆,0.0284
2020-01-28,浙江,0.0271
2020-01-28,江苏,0.0269
2020-01-28,海南,0.0261
2020-01-28,上海,0.0232
2020-01-28,北京,0.0221
2020-01-28,安徽,0.0193
2020-01-28,陕西,0.0189
2020-01-28,山东,0.0171
2020-01-28,云南,0.0167
2020-01-28,湖北,0.0119
2020-01-28,辽宁,0.0114
2020-01-28,河北,0.011200000000000002
2020-01-28,黑龙江,0.009000000000000001
2020-01-28,山西,0.008100000000000001
2020-01-28,吉林,0.008100000000000001
2020-01-28,甘肃,0.0079
2020-01-28,内蒙古,0.005699999999999999
2020-01-28,新疆,0.0042
2020-01-28,天津,0.0042
2020-01-28,青海,0.0026
2020-01-28,宁夏,0.0021
2020-01-28,西藏,0.0002
2020-01-29,广西,0.1847
2020-01-29,湖南,0.1438
2020-01-29,江西,0.0647
2020-01-29,四川,0.0529
2020-01-29,贵州,0.0429
2020-01-29,福建,0.041100000000000005
2020-01-29,河南,0.0366
2020-01-29,重庆,0.029900000000000006
2020-01-29,海南,0.0248
2020-01-29,江苏,0.0234
2020-01-29,浙江,0.023
2020-01-29,北京,0.0219
2020-01-29,上海,0.0212
2020-01-29,安徽,0.0188
2020-01-29,陕西,0.0182
2020-01-29,云南,0.016200000000000003
2020-01-29,山东,0.016
2020-01-29,辽宁,0.0122
2020-01-29,湖北,0.01
2020-01-29,黑龙江,0.0098
2020-01-29,河北,0.0091
2020-01-29,吉林,0.0089
2020-01-29,山西,0.008
2020-01-29,甘肃,0.0073
2020-01-29,内蒙古,0.0048
2020-01-29,天津,0.0045000000000000005
2020-01-29,新疆,0.0037
2020-01-29,青海,0.0028000000000000004
2020-01-29,宁夏,0.002
2020-01-29,西藏,0.0003
2020-01-30,广西,0.1956
2020-01-30,湖南,0.1642
2020-01-30,江西,0.0676
2020-01-30,四川,0.0475
2020-01-30,福建,0.0449
2020-01-30,贵州,0.0418
2020-01-30,河南,0.0362
2020-01-30,海南,0.0275
2020-01-30,重庆,0.0266
