日期,省,比例
2020-01-25,辽宁,0.006
2020-01-25,重庆,0.006
2020-01-25,天津,0.0054
2020-01-25,云南,0.0049
2020-01-25,海南,0.0049
2020-01-25,贵州,0.004
2020-01-25,新疆,0.0036
2020-01-25,黑龙江,0.0036
2020-01-25,广西,0.0034
2020-01-25,甘肃,0.0027
2020-01-25,吉林,0.0025
2020-01-25,内蒙古,0.0025
2020-01-25,青海,0.001
2020-01-25,宁夏,0.001
2020-01-25,西藏,0.0002
2020-01-26,安徽,0.33490000000000003
2020-01-26,上海,0.1979
2020-01-26,山东,0.1002
2020-01-26,浙江,0.0904
2020-01-26,河南,0.0696
2020-01-26,湖北,0.0475
2020-01-26,江西,0.0204
2020-01-26,广东,0.0176
2020-01-26,北京,0.0165
2020-01-26,福建,0.012
2020-01-26,四川,0.0115
2020-01-26,陕西,0.0094
2020-01-26,河北,0.0092
2020-01-26,湖南,0.0076
2020-01-26,重庆,0.0075
2020-01-26,海南,0.0059
2020-01-26,云南,0.0058
2020-01-26,辽宁,0.0044
2020-01-26,广西,0.0042
2020-01-26,天津,0.0042
2020-01-26,山西,0.0038
2020-01-26,贵州,0.0036
2020-01-26,黑龙江,0.0035
2020-01-26,新疆,0.0023
2020-01-26,吉林,0.002
2020-01-26,甘肃,0.0018
2020-01-26,内蒙古,0.0015
2020-01-26,宁夏,0.0007000000000000001
2020-01-26,青海,0.0006
2020-01-26,西藏,0.0001
2020-01-27,安徽,0.3827
2020-01-27,山东,0.1099
2020-01-27,上海,0.1074
2020-01-27,河南,0.1064
2020-01-27,浙江,0.0706
2020-01-27,江西,0.0382
2020-01-27,湖南,0.019
2020-01-27,四川,0.0183
2020-01-27,广东,0.0168
2020-01-27,河北,0.0148
2020-01-27,福建,0.0141
2020-01-27,陕西,0.0137
2020-01-27,湖北,0.0129
2020-01-27,北京,0.0115
2020-01-27,重庆,0.0106
2020-01-27,云南,0.0064
2020-01-27,贵州,0.0058
2020-01-27,辽宁,0.0053
2020-01-27,海南,0.0051
2020-01-27,山西,0.0051
2020-01-27,黑龙江,0.0048
2020-01-27,广西,0.0048
2020-01-27,天津,0.0027
2020-01-27,吉林,0.0026
2020-01-27,甘肃,0.0026
2020-01-27,内蒙古,0.0016
2020-01-27,新疆,0.0012
2020-01-27,宁夏,0.0008
2020-01-27,青海,0.0004
2020-01-27,西藏,0.0001
2020-01-28,安徽,0.4279
2020-01-28,山东,0.1075
2020-01-28,河南,0.1016
2020-01-28,上海,0.0691
2020-01-28,浙江,0.0541
2020-01-28,江西,0.0367
2020-01-28,四川,0.0271
2020-01-28,湖南,0.0234
2020-01-28,河北,0.0172
2020-01-28,陕西,0.0163
2020-01-28,广东,0.0137
2020-01-28,福建,0.013500000000000002
2020-01-28,重庆,0.0115
2020-01-28,贵州,0.0083
2020-01-28,山西,0.0079
2020-01-28,云南,0.0073
2020-01-28,辽宁,0.0073
2020-01-28,北京,0.0073
2020-01-28,广西,0.0058
2020-01-28,黑龙江,0.005699999999999999
2020-01-28,海南,0.005600000000000001
2020-01-28,湖北,0.0048
2020-01-28,甘肃,0.0046
2020-01-28,吉林,0.0044
2020-01-28,内蒙古,0.0024
2020-01-28,天津,0.0024
2020-01-28,新疆,0.0012
2020-01-28,宁夏,0.0008
2020-01-28,青海,0.0005
2020-01-28,西藏,0.0001
2020-01-29,安徽,0.397
2020-01-29,山东,0.1051
2020-01-29,河南,0.0947
2020-01-29,上海,0.0665
2020-01-29,浙江,0.0545
2020-01-29,江西,0.0395
2020-01-29,四川,0.0392
2020-01-29,湖南,0.0273
2020-01-29,陕西,0.0193
2020-01-29,河北,0.0176
2020-01-29,重庆,0.0167
2020-01-29,福建,0.0142
2020-01-29,广东,0.014
2020-01-29,辽宁,0.0109
2020-01-29,山西,0.0103
2020-01-29,贵州,0.0102
2020-01-29,北京,0.0075
2020-01-29,云南,0.006999999999999999
2020-01-29,广西,0.0069
2020-01-29,黑龙江,0.0068000000000000005
2020-01-29,甘肃,0.0067
2020-01-29,吉林,0.0063
2020-01-29,海南,0.0058
2020-01-29,内蒙古,0.003
2020-01-29,湖北,0.0028000000000000004
